id,title,true_genre,lr_predicted,svm_predicted
3223,A Crisis Within (2010),documentary,documentary,documentary
3224,Getting Out of Rhode Island (2003),drama,drama,drama
3225,Heart of Now (2010),drama,drama,drama
3226,Hranjenik (1970),drama,drama,drama
3227,Suburban Madness (2004),drama,drama,drama
3228,I Am a Talkshow Survivor (2002),documentary,documentary,documentary
3229,On Bloody Sunday (2007),horror,drama,drama
3230,The Woods (2013/I),thriller,documentary,horror
3231,Mädchen mit offenen Lippen (1972),comedy,drama,drama
3232,Clara (2016/V),short,documentary,documentary
3233,"United We Stand, Divided We Fall: The Making of 'Captain America: Civil War' (2016)",documentary,documentary,documentary
3234,"""Tamiô"" (2015)",comedy,drama,drama
3235,The Plague of the Zombies (1966),horror,horror,horror
3236,V mir i bran - an avan 'sirech napred' (1994),documentary,documentary,short
3237,"""W.A.C.K."" (2006)",family,documentary,sport
3238,Fongaluli (1972),fantasy,comedy,comedy
3239,Investigating the Afterlife (2008),documentary,documentary,horror
3240,The Cossack Whip (1916),drama,drama,drama
3241,Thieves of Fortune (1990),action,drama,drama
3242,In the Lake of the Woods (1996),drama,drama,documentary
3243,Blockaholics (2006),reality-tv,comedy,short
3244,Voyoucratie (2015),thriller,drama,drama
3245,"""Dear Food Network"" (2008)",family,documentary,documentary
3246,"""Rakshasa Street"" (2017)",fantasy,drama,comedy
3247,The Woman in the House (1942),short,drama,short
3248,Ganeun bom oneun bom (1959),drama,drama,drama
3249,Night at the Museum: Monkey Business (2007),short,documentary,documentary
3250,"One Diving, One Falling (2016)",short,documentary,documentary
3251,The House of the Dead (????),horror,drama,horror
3252,Silent Britain (2006),documentary,documentary,documentary
3253,"Mozzman Episode 1: Charlie, Eddie, and Mozzman (2009)",short,drama,short
3254,Conversations with Coco (2017),talk-show,documentary,documentary
3255,Pardonnez-moi (2006),drama,documentary,documentary
3256,The Doctor (1991),drama,drama,drama
3257,Space Men (1960),sci-fi,drama,sci-fi
3258,Do You Know the Milkyway? (1985),drama,comedy,comedy
3259,The Collection (2005),drama,documentary,documentary
3260,"""Mutant: Leaving Humanity Behind"" (2012)",sport,comedy,comedy
3261,Church: The Movie (????),drama,drama,comedy
3262,The Great Lester Boggs (1974),drama,comedy,comedy
3263,Dreaming in Baltimore (2012),drama,drama,drama
3264,The Long Night of Imagination (2016),drama,documentary,documentary
3265,The Last Bus Home (1997),drama,drama,horror
3266,At the Pole of Heaven (2012),music,documentary,short
3267,Partizántól kurtizánig (2014),documentary,drama,drama
3268,The Burning Times (1990),documentary,documentary,documentary
3269,Out of Love (????),drama,drama,drama
3270,Rendezvous at Ningaloo (1993),documentary,documentary,documentary
3271,SC Featured: True North (2017),documentary,documentary,documentary
3272,The Gay Marriage Thing (2005),documentary,documentary,documentary
3273,"""Forgot"" (2017)",drama,drama,comedy
3274,Jazz Funeral for Democracy (2018),documentary,drama,drama
3275,Kentucky Rifle (1955),western,drama,western
3276,A Haunting on Hamilton Street (2010),documentary,documentary,horror
3277,In Search of History: The Night Tulsa Burned (1999),history,documentary,drama
3278,Get your Gonads (2018),comedy,documentary,comedy
3279,The Trees Have Names (2017),thriller,drama,documentary
3280,"""AppTV"" (2011)",news,documentary,documentary
3281,Un Printemps d'Ailleurs (2017),drama,drama,drama
3282,Esmy Mostafa Khamis (2013),documentary,documentary,documentary
3283,Eomeoniui him (1960),drama,drama,drama
3284,Ein Sommer in Masuren (2015),comedy,drama,drama
3285,The Grief (2009),horror,documentary,horror
3286,Oscar (1960),comedy,drama,comedy
3287,Solnechnyy udar (2014),drama,drama,drama
3288,Lillian Gish in a Liberty Loan Appeal (1918),short,drama,short
3289,Round Trip (2003),drama,drama,drama
3290,The Bourne Supremacy: Crash Cam - Racing to the Streets of Moscow (2004),short,drama,drama
3291,Daddy I Want a Child (2006),short,drama,drama
3292,Hustle (????/I),action,comedy,comedy
3293,Wherever the River Takes You (2015),drama,drama,drama
3294,Ayer Maravilla Fui (2017),sci-fi,drama,drama
3295,"""Ballroom Bootcamp"" (2005)",reality-tv,documentary,documentary
3296,Corridos sin rostro (1995),documentary,documentary,documentary
3297,Asphalt (2016/III),documentary,documentary,documentary
3298,Heap O' Trouble (2002),comedy,comedy,drama
3299,Raspoutine (1954),drama,drama,drama
3300,Gijs (2017),documentary,documentary,documentary
3301,The Welsh Great Escape (2003),comedy,documentary,documentary
3302,The Kidnapping of Maya Gates! (2008),adventure,drama,adventure
3303,Once Upon a Time in the CIA (2007),documentary,documentary,documentary
3304,Glamour (2000),drama,drama,drama
3305,Brainwashed America: Taste the Fear (2016),documentary,documentary,short
3306,Mr. and Mrs. Iyer (2002),drama,drama,drama
3307,Ruby (????),animation,drama,drama
3308,Wave of Change: Balinese Surfer 2 (2002),documentary,documentary,documentary
3309,Ser o estar (2008),drama,comedy,comedy
3310,Filmen om Haveje (1984),documentary,documentary,documentary
3311,Nudes on Tiger Reef (1965),drama,comedy,comedy
3312,Brichos: A Floresta é Nossa (2012),animation,documentary,short
3313,The Dialogue: An Interview with Screenwriter Jim Uhls (2006),talk-show,documentary,talk-show
3314,Trappeurs de volcans (2010),documentary,documentary,documentary
3315,A Bucket list of a 17 year old boy (2015),documentary,drama,documentary
3316,Single Belief (2016),short,documentary,documentary
3317,Hochzeitskönig (2015),comedy,drama,drama
3318,Between Entrance and Exit (2013),short,drama,short
3319,Hardcore (1994),adult,drama,drama
3320,Stand (2009/I),documentary,documentary,documentary
3321,In the Company of Strangers (2001),drama,drama,drama
3322,Proudly We Stand: The Inauguration of Barack Obama (2009),documentary,documentary,documentary
3323,Hanbleceya (2005),short,drama,drama
3324,UFC 192: Cormier vs. Gustafsson (2015),sport,documentary,documentary
3325,Mittal v/s Mittal (2010),drama,drama,drama
3326,Happy New Year (1956),music,comedy,comedy
3327,Ded na si Lolo (2009),comedy,drama,drama
3328,Hotel Beautifool (2017),comedy,comedy,comedy
3329,Prizori (1961),drama,drama,drama
3330,Philadelphia (1993),drama,drama,drama
3331,Aliyah: the Exodus from the Northern Lands (1999),documentary,documentary,documentary
3332,Sons of the Father (????),drama,drama,drama
3333,Marie Curie: The Woman Behind the Mind (2002),biography,documentary,documentary
3334,Objectivo Europa (2010),documentary,documentary,documentary
3335,Shark Attack Survivors (2006),documentary,documentary,documentary
3336,Iraqi Odyssey (2014),documentary,documentary,documentary
3337,Mouth of the Wolf (????),drama,drama,drama
3338,La bomba (1999),comedy,comedy,comedy
3339,Matrix IV (2010),short,documentary,documentary
3340,Carnal Confessions (2002),drama,comedy,comedy
3341,Widdershins (2003),short,documentary,documentary
3342,"""Dogtor"" (2012)",comedy,comedy,comedy
3343,Unseen Forces (1920),drama,drama,drama
3344,Your Friendly Local Butcher (2005),short,drama,drama
3345,Elea (????),sci-fi,documentary,documentary
3346,Cheonha jeilgwon (1979),action,drama,thriller
3347,"Transformacja cz. 4: Zloto, mieso, konwergencja i wyscigi na lawetach (2016)",documentary,documentary,documentary
3348,Thank You Ladies and Gentlemen (2014),documentary,documentary,documentary
3349,Waiting (1990),short,documentary,short
3350,Jia Jia (1969),family,drama,drama
3351,"""Robert Kennedy and His Times"" (1985)",drama,documentary,documentary
3352,QIK2JDG (2002),short,drama,drama
3353,Not Fashion Alone: Contemporary Fashion from Central Europe (2012),documentary,documentary,documentary
3354,Borderline (1930),drama,drama,drama
3355,"""PillA"" (2017)",sci-fi,drama,drama
3356,Tom's Wife (2004),drama,drama,drama
3357,"""The A Force"" (1996)",documentary,comedy,comedy
3358,From RISK to ACTION: Women and HIV/AIDS in Ethiopia (2004),documentary,documentary,documentary
3359,Siddhant (2014),drama,drama,drama
3360,Visions of 'The Happening' (2008),short,documentary,documentary
3361,Gay for Pray: The Erotic Adventures of Jesus Christ (2017),comedy,comedy,comedy
3362,The Art of Dying; the Act of Living (????),drama,drama,drama
3363,Grown Ups (2010/I),comedy,comedy,comedy
3364,Ten Billion (2015),documentary,documentary,documentary
3365,Nymalt (2004),short,short,short
3366,Etcetera (2008),short,drama,documentary
3367,O Thanasis kai to katarameno fidi (1982),comedy,drama,comedy
3368,Ptown Diaries (2009),documentary,documentary,documentary
3369,Ultrachrist! (2003),comedy,drama,comedy
3370,"""MSN Music in Concert"" (2006)",music,documentary,music
3371,Journey of a Story (2012),drama,drama,drama
3372,Bunny Suits (2009),short,drama,comedy
3373,Introworld (????),animation,documentary,documentary
3374,Gadjo (2014),documentary,documentary,comedy
3375,Outlaws of Pine Ridge (1942),western,drama,western
3376,Magic Bullet (2004),documentary,documentary,documentary
3377,Allemagne 90 neuf zéro (1991),drama,documentary,short
3378,Dream Home (2006),horror,drama,horror
3379,Basketball Girlfriend (2014),drama,drama,drama
3380,Postcards from Ukraine (2016),documentary,documentary,documentary
3381,Schottentor (2009),drama,drama,drama
3382,A Hora do Medo (1986),horror,drama,horror
3383,Baskin (2012),documentary,documentary,documentary
3384,Seulliping byuti (2008),drama,drama,drama
3385,"""Elmo's World"" (1998)",family,comedy,short
3386,The Mental State (2018),drama,drama,drama
3387,"""Malal"" (2009)",drama,drama,drama
3388,La Noche del Chihuahua (2012),comedy,comedy,comedy
3389,Swiatlo (2011),short,drama,drama
3390,Aai Tuza Ashirwad (2004),drama,drama,action
3391,Beyond Belief: Honeymoon at Burning Man (2009),documentary,documentary,documentary
3392,Me'ever Laharim Vehagvaot (2016),drama,drama,drama
3393,My Funny Valentine (2012),drama,drama,drama
3394,"""Die Bertinis"" (1988)",drama,drama,drama
3395,"""Culinary Genius"" (2017)",reality-tv,documentary,reality-tv
3396,Nu-guna je myeonge jukkoshipda (2012),drama,drama,drama
3397,Running Scared (1972),drama,drama,drama
3398,Romaine par moins 30 (2009),comedy,drama,drama
3399,Waiting for Tomorrow (2007),drama,drama,drama
3400,Tombé du ciel (1946),comedy,drama,comedy
3401,Clickers and Chickers: Pretty in Punk (2013),reality-tv,documentary,documentary
3402,"""American Harvest"" (2015)",documentary,documentary,drama
3403,The Homecoming (1996),drama,drama,drama
3404,Rupan sansei: Chateau de Cagliostro Saikai (1997),adventure,short,short
3405,Survival of the Film Freaks (2017),documentary,documentary,documentary
3406,The Last Motel (1981),horror,drama,thriller
3407,"""Big Ass Agency"" (2012)",comedy,comedy,comedy
3408,Mario Frangoulis Live with the Boston Pops (2012),music,documentary,documentary
3409,Bra Wars (2000),documentary,documentary,documentary
3410,Suorani Duorani (2001),drama,drama,fantasy
3411,Swami (1977),drama,drama,drama
3412,The Marksman (1953),western,western,western
3413,Impedimento (2008),drama,comedy,comedy
3414,Desdemona: A Love Story (2009),drama,drama,drama
3415,"""Color World with Gary Spetz"" (2012)",reality-tv,documentary,documentary
3416,Dristor (2014),drama,drama,drama
3417,Hellinger (1997),horror,drama,horror
3418,The Investigator (2010),mystery,comedy,action
3419,Passer By (2004),drama,drama,short
3420,Jiang hu san nu xia (1970),action,documentary,action
3421,Side Streets (1998),comedy,drama,drama
3422,Aldrig mere i morgen (2017),drama,drama,thriller
3423,Paradise Lost (2003/I),documentary,documentary,documentary
3424,Who's Sorry Now? (2012),documentary,documentary,documentary
3425,"""The Imperfect Sculpture"" (2003)",crime,documentary,documentary
3426,Cessez-le-feu (2016),history,drama,drama
3427,Der Elefant vergißt nie (1995),short,drama,drama
3428,Fall from Grace (1994),drama,drama,drama
3429,Flip the coin - Den bitre smag af te (2008),documentary,documentary,documentary
3430,Operation Christmas List (2016),family,comedy,comedy
3431,The Queen of Versailles (2012),documentary,drama,comedy
3432,Loop (2014/I),drama,comedy,documentary
3433,The Sage Hen (1921),western,drama,drama
3434,Purgatory (2006),short,drama,thriller
3435,Curandero (2005),horror,horror,horror
3436,Moronga (2016),mystery,drama,drama
3437,Jitensha toiki (1990),drama,drama,comedy
3438,The Pierced Heart & the Machete (2012),documentary,documentary,documentary
3439,The Ghost and the Bomb (????),adventure,documentary,documentary
3440,Chasing Providence (2018),thriller,documentary,short
3441,Laurel Blake's Favorite Bondage Positions (1994),adult,comedy,adult
3442,Die grüne Insel - Eine Zeitreise nach Irland (2009),documentary,documentary,documentary
3443,Kingdom: Fall of Illandrieal (2019),fantasy,documentary,horror
3444,Diary of Darkness (2014),drama,drama,drama
3445,Open All Night (2016/II),drama,drama,drama
3446,Be a Healthy Woman (2009),documentary,documentary,comedy
3447,Hibi rokku (2014),comedy,comedy,music
3448,Europe's Last Dictator (2012),documentary,documentary,documentary
3449,Baptized by Desire (????),drama,drama,drama
3450,36 Hour Layover (2016),comedy,comedy,comedy
3451,Krotoa (2013),documentary,drama,documentary
3452,Chasing Solace (2015),comedy,drama,drama
3453,"The Same Love, the Same Rights (2013)",documentary,documentary,documentary
3454,Juan y Vanesa (????),drama,drama,drama
3455,In der Fremde (2014),documentary,drama,drama
3456,"""Funny Valentines"" (2015)",comedy,comedy,comedy
3457,"""El auténtico Rodrigo Leal"" (2005)",comedy,comedy,comedy
3458,Agneepankh (2014),drama,drama,drama
3459,"Eleven Days, Eleven Nights 2 (1990)",drama,drama,drama
3460,The Last Visit (2007),short,documentary,documentary
3461,Riding for Jesus (2011),documentary,documentary,documentary
3462,Living Warbirds: Steel Warriors (2009),documentary,documentary,documentary
3463,Teenage Kung Fu Cottontails (2014),fantasy,documentary,drama
3464,Fumiko no umi (2007),drama,drama,drama
3465,Spin (1995),documentary,documentary,drama
3466,One Last Job (2008),short,comedy,comedy
3467,Art of Darkness (2012),horror,drama,horror
3468,"""Pro Beach Hockey"" (1999)",sport,documentary,documentary
3469,La perrera (2006),drama,drama,comedy
3470,"A la vida, a l'amor (1998)",drama,drama,drama
3471,TMO@The Castle (2011),documentary,documentary,documentary
3472,"""Maya Thirrai"" (2017)",thriller,comedy,comedy
3473,Paranormal Asylum (2013),horror,drama,horror
3474,The Primrose Path (1925),drama,drama,comedy
3475,El apando (1976),drama,drama,documentary
3476,50 to 1 (2014),drama,documentary,drama
3477,Reunion (2008/VI),documentary,documentary,documentary
3478,Soul Killer (2009),thriller,drama,horror
3479,Marc-Marie Huijbregts: Marc-Marie Punt (2012),comedy,documentary,comedy
3480,Bert and Arnie's Guide to Friendship (2013),comedy,comedy,comedy
3481,The Killing of Angel Street (1981),thriller,drama,drama
